loosing_hero_id_1,loosing_hero_id_2,loosing_hero_id_3,loosing_hero_id_4,loosing_hero_id_5,winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
20,91,94,97,106,2,22,26,29,39
21,40,46,63,73,5,47,54,65,86
21,26,54,55,70,20,43,94,99,110
41,42,43,64,89,7,10,15,57,68
20,36,67,84,98,30,31,41,45,56
2,30,31,89,96,11,20,36,72,101
16,18,47,87,102,8,28,46,86,90
7,25,39,81,85,3,8,21,28,92
63,69,92,102,106,9,16,42,50,88
58,80,92,93,103,27,40,45,49,88
7,14,35,69,101,5,12,17,50,61
27,47,74,88,96,8,29,46,83,101
14,18,30,34,50,3,43,97,106,107
41,74,77,101,103,26,32,49,55,110
17,26,41,95,101,30,48,97,99,102
1,20,26,39,69,47,56,84,87,95
23,31,56,58,73,10,51,74,88,92
2,8,15,26,107,20,39,54,72,101
55,80,81,86,91,6,11,79,92,97
9,48,50,65,86,27,51,74,87,89
20,21,65,87,93,7,54,74,102,110
3,9,21,25,59,8,52,96,101,102
11,18,20,98,101,3,15,29,30,42
27,51,53,76,109,12,39,60,65,87
20,33,65,77,98,7,34,86,91,106
30,46,55,84,94,7,11,81,86,110
5,40,51,80,82,7,85,86,95,110
39,42,55,68,84,21,28,85,106,112
11,26,30,53,68,33,45,52,93,112
27,49,67,79,96,9,13,63,69,88
31,47,54,86,98,55,73,76,92,102
9,16,19,64,91,13,15,27,42,43
17,31,41,71,75,3,29,47,69,84
13,54,69,80,87,29,50,74,77,107
5,33,41,56,74,18,26,38,58,61
8,11,26,28,103,18,79,88,91,97
11,20,75,90,94,1,7,31,47,65
6,79,84,88,94,18,57,82,86,102
8,13,31,56,89,9,40,46,84,103
3,9,23,51,83,10,68,80,97,102
50,71,76,93,101,8,51,84,90,96
3,26,54,69,74,53,63,68,88,97
26,39,64,81,85,47,50,59,63,71
8,9,16,37,98,10,41,74,87,91
4,13,17,64,88,7,11,20,55,95
30,47,48,86,108,6,35,63,79,84
8,55,56,71,75,16,37,54,94,102
9,47,49,86,102,17,26,63,68,69
19,26,30,42,51,22,41,68,86,96
39,68,69,86,106,7,72,82,100,112
3,8,13,28,31,18,30,32,38,74
2,7,28,46,64,30,41,43,65,86
8,29,73,87,111,10,28,68,70,86
8,41,42,43,101,7,29,65,69,86
3,16,26,40,76,9,14,45,79,88
40,46,53,77,91,23,47,50,83,93
10,51,63,64,101,5,7,15,29,93
2,7,39,51,112,11,26,45,61,66
19,27,53,91,97,47,69,77,87,96
30,67,74,84,85,50,51,64,82,106
7,17,40,63,68,20,25,81,91,96
2,13,16,48,83,42,47,50,51,78
6,42,46,68,96,9,16,47,55,79
5,49,51,72,73,8,21,41,45,101
27,47,55,64,81,3,18,20,43,100
26,63,75,79,93,14,25,40,41,65
20,27,65,106,109,33,41,71,75,94
32,43,48,55,79,18,23,76,88,111
9,52,74,79,99,5,7,36,47,98
1,43,69,75,83,8,9,79,104,109
8,11,50,61,84,19,26,30,69,95
48,51,55,66,86,5,11,49,63,92
5,9,47,73,89,7,45,50,56,103
15,31,64,72,99,11,26,28,29,30
39,86,87,89,99,7,21,67,71,112
28,34,50,51,86,2,3,16,55,58
11,13,31,53,83,5,8,45,66,98
17,18,29,84,87,7,25,47,86,105
53,68,78,83,99,19,27,47,58,69
9,11,42,50,98,29,46,55,69,86
15,31,68,73,96,7,25,40,43,64
26,48,56,88,99,4,9,79,102,106
43,50,61,67,84,12,27,60,74,103
11,26,73,89,103,5,17,48,55,88
51,64,72,91,98,5,46,55,63,71
38,48,76,79,91,8,16,34,86,88
26,41,43,94,107,13,18,30,55,69
5,8,15,51,96,33,48,90,106,107
35,50,59,78,86,26,41,74,87,103
10,42,74,79,88,1,9,43,65,86
6,9,51,52,84,7,21,26,56,110
36,51,54,84,88,3,30,42,74,80
12,17,50,75,96,4,38,87,97,112
13,29,67,89,103,7,31,53,54,60
21,28,31,72,75,20,30,41,43,88
20,29,37,47,54,11,28,30,63,86
22,86,96,105,109,4,5,8,31,67
2,7,10,26,39,8,20,25,51,71
4,36,75,81,86,22,57,80,93,101
20,31,35,41,47,5,9,14,17,44
20,40,47,54,98,5,60,74,99,102
34,41,45,85,86,1,26,39,61,101
16,39,57,64,72,8,27,33,49,71
29,52,72,78,86,27,40,45,65,69
7,17,21,55,87,11,29,59,92,112
22,29,30,46,84,20,34,41,65,68
12,30,39,42,101,48,57,78,87,96
48,78,79,83,98,42,50,65,67,76
7,10,42,104,110,1,25,26,87,100
13,29,44,50,87,28,30,46,98,103
33,40,48,51,89,45,49,53,86,103
55,59,73,100,112,38,47,50,83,106
18,39,59,73,100,2,47,107,109,110
4,10,20,22,78,7,42,96,101,106
13,42,65,72,75,9,15,45,84,101
17,50,87,98,106,16,65,86,93,99
9,28,46,86,88,17,31,35,57,99
3,9,21,72,96,5,43,54,55,88
36,62,74,104,107,12,21,60,77,111
6,37,86,96,101,7,29,30,46,47
29,35,68,71,93,12,32,37,47,96
20,39,41,63,68,7,15,22,26,51
9,29,30,63,106,10,31,78,87,96
15,29,57,74,112,11,28,64,67,100
12,27,47,78,92,21,33,51,74,101
47,49,66,96,101,27,39,53,69,73
1,46,63,86,103,13,26,31,47,98
15,17,21,87,112,1,4,34,68,71
7,8,25,30,65,11,20,92,93,99
11,30,41,91,96,19,28,34,62,87
31,41,94,98,111,28,43,70,79,103
6,7,11,20,104,3,26,36,51,89
9,48,66,79,96,10,16,55,65,92
5,22,51,70,112,7,11,16,17,50
28,32,34,50,109,11,16,54,84,87
20,28,64,73,79,16,40,70,86,90
11,16,29,31,42,7,9,50,54,59
13,51,63,73,79,54,74,86,92,103
16,26,41,47,93,27,43,64,74,77
21,26,28,84,88,17,22,44,57,66
23,25,74,79,98,9,13,15,68,96
30,31,41,48,104,26,38,47,91,93
3,9,19,92,101,8,15,42,50,69
60,65,68,77,92,27,74,99,102,106
17,68,86,98,100,9,16,92,96,106
3,14,17,39,62,11,50,71,99,112
18,53,55,76,88,11,63,64,73,92
13,43,54,64,92,31,46,63,73,103
10,43,55,64,68,44,46,84,88,101
18,36,57,101,103,7,11,17,69,86
2,11,16,72,86,7,29,57,63,106
2,11,25,42,110,22,30,51,67,83
20,45,94,99,102,7,31,47,69,106
7,46,72,87,96,10,22,34,61,100
8,22,30,73,79,18,20,74,84,99
36,40,51,92,109,18,23,29,39,68
4,33,39,50,71,7,21,55,72,87
13,16,41,50,96,2,31,49,68,77
11,21,42,50,87,46,60,97,106,112
27,43,57,72,110,50,56,69,76,89
27,33,68,74,82,7,9,41,69,86
16,20,29,43,106,13,30,68,89,96
9,29,68,86,106,15,43,53,77,87
16,19,48,84,86,8,25,63,79,96
16,47,55,68,114,7,9,36,75,107
13,18,27,41,87,16,26,50,70,74
63,68,84,93,96,30,53,64,74,78
13,15,29,64,68,21,62,72,87,100
31,41,47,50,69,6,15,85,92,101
3,40,53,54,69,15,68,74,86,96
20,39,49,72,74,3,11,12,28,50
13,71,94,97,101,38,48,65,79,84
2,37,62,64,74,9,27,28,50,102
20,35,65,68,74,39,58,85,93,101
16,46,55,63,86,5,21,49,80,92
33,60,63,92,98,5,19,49,53,91
30,44,74,84,99,10,78,101,103,104
19,26,39,51,91,7,30,35,46,78
20,40,51,54,86,46,50,71,95,96
8,37,46,97,98,18,48,64,79,86
7,34,47,68,93,8,41,91,101,106
7,20,74,93,110,50,71,94,95,97
3,6,13,20,52,69,74,78,86,87
14,27,69,84,89,23,41,52,86,106
39,41,48,101,111,26,28,49,66,93
17,20,27,69,99,2,11,57,64,94
45,55,77,87,107,8,13,27,80,111
5,11,55,69,89,17,28,86,92,103
15,55,84,94,103,34,64,83,109,110
16,22,27,95,96,25,29,68,81,85
3,12,64,84,108,62,65,72,78,85
25,51,72,76,87,7,26,28,47,99
9,69,74,87,88,41,53,76,86,96
19,20,39,41,91,3,9,38,76,111
39,68,72,86,96,17,49,53,88,92
8,41,86,90,95,1,9,60,87,103
8,13,37,62,96,6,9,16,46,79
15,20,39,96,103,11,31,51,54,64
26,28,41,74,94,8,25,32,55,87
3,12,39,50,100,51,72,85,87,106
47,53,64,91,109,58,63,96,101,106
33,41,53,89,101,7,10,27,31,47
1,5,57,63,93,4,11,100,101,112
25,51,69,86,112,30,39,57,67,96
11,60,77,89,112,1,38,53,85,100
13,16,40,47,96,11,27,65,89,101
29,36,46,47,102,3,9,18,43,68
13,52,77,78,79,41,43,64,69,87
26,30,46,94,96,2,8,16,25,86
25,26,50,51,95,8,20,21,97,101
7,13,41,68,74,9,31,57,88,106
9,65,73,92,98,31,47,69,88,90
31,44,53,64,75,22,87,93,96,100
17,27,54,69,88,53,68,76,96,106
28,52,79,80,92,7,58,63,65,73
50,70,74,87,96,27,48,51,78,86
20,22,30,44,71,7,8,53,74,92
16,39,56,92,100,51,68,72,73,112
30,45,65,77,83,64,74,84,88,89
7,27,28,65,72,11,31,67,85,96
1,2,44,79,103,17,29,71,94,111
1,22,26,46,100,32,38,52,62,86
2,20,30,59,75,31,51,60,67,68
7,48,55,76,84,4,27,46,62,102
15,16,63,64,88,37,49,54,55,65
11,18,26,88,112,9,12,17,30,51
1,7,13,31,40,36,44,64,87,107
16,18,36,75,102,20,42,63,74,86
10,71,74,79,98,45,46,65,81,92
9,14,41,75,99,7,15,26,47,51
5,55,60,63,73,20,39,44,64,110
1,30,40,43,100,21,37,44,84,112
20,43,48,51,92,65,74,75,86,102
15,27,42,46,51,9,30,33,53,77
9,14,21,48,102,6,15,22,35,80
7,9,50,56,75,3,14,15,48,84
69,86,92,93,99,5,48,66,73,103
16,46,54,87,98,29,42,55,63,68
36,46,57,71,112,39,63,75,78,86
20,42,53,97,101,8,26,59,68,96
37,53,67,106,114,20,83,94,102,110
26,38,39,58,81,65,70,74,87,111
7,21,30,46,100,25,28,72,79,112
4,23,46,86,106,7,18,27,74,110
7,11,26,99,110,39,55,68,71,83
17,26,34,63,112,1,7,25,71,86
26,74,86,93,102,27,35,40,48,70
20,22,50,93,103,16,29,43,74,101
6,13,35,50,103,16,28,48,73,79
17,21,60,92,98,37,48,55,70,82
15,35,51,86,101,6,7,9,43,92
31,34,60,86,99,10,16,20,98,101
25,39,74,78,79,2,34,64,87,103
9,17,48,55,86,16,51,54,88,92
41,68,71,74,86,21,48,51,72,92
17,66,80,86,99,40,53,72,76,88
9,14,40,51,89,27,43,77,85,96
13,41,64,69,101,10,43,50,53,84
33,55,89,91,99,7,26,35,67,103
7,25,50,86,106,11,51,60,73,75
8,74,75,84,97,25,41,86,102,114
27,63,74,99,102,5,15,16,43,103
13,15,64,84,101,9,36,40,103,106
8,65,83,86,97,1,40,68,69,78
10,39,42,53,101,3,41,47,68,106
15,51,63,78,83,9,14,47,69,85
9,29,55,81,87,13,16,27,56,96
30,63,71,80,98,21,41,75,100,107
8,16,38,39,50,31,32,49,92,98
19,25,28,50,96,17,20,51,72,85
2,10,39,50,75,6,11,20,29,30
16,26,38,46,95,20,25,65,94,102
7,15,46,50,112,4,21,71,72,85
31,53,65,79,96,3,9,16,22,98
26,30,35,41,99,7,29,39,72,112
8,20,22,30,38,3,26,46,102,106
19,25,38,40,90,17,36,71,75,102
9,27,34,43,99,69,75,83,88,106
16,25,49,63,65,66,74,86,93,98
26,29,46,90,106,7,11,12,30,71
15,41,63,64,68,29,30,47,95,102
16,17,54,75,96,1,4,29,31,88
3,46,48,88,98,16,28,53,74,79
6,13,27,50,96,7,8,21,26,78
8,50,75,78,96,39,41,92,98,101
16,19,39,92,98,3,40,63,74,93
41,46,84,87,103,16,29,44,74,101
1,9,23,27,110,45,49,51,56,92
25,51,74,86,99,38,49,66,72,79
3,40,45,51,54,20,31,47,93,99
11,51,70,90,104,7,27,46,63,102
6,50,58,78,96,26,31,55,60,63
16,26,35,57,106,27,29,30,34,95
21,31,55,72,89,27,45,53,66,76
17,29,32,47,84,2,28,56,76,87
9,20,29,39,48,2,8,50,79,80
14,28,47,94,110,18,87,93,98,101
7,31,39,71,77,16,45,54,55,75
12,25,26,68,88,7,30,39,55,67
8,39,52,53,86,3,51,72,90,97
28,31,70,76,87,11,14,54,55,63
2,19,68,88,106,21,27,61,72,100
25,26,50,55,94,7,17,71,72,86
46,72,84,99,112,8,21,76,86,101
7,21,55,68,72,22,50,89,96,112
29,39,47,54,79,21,38,40,53,98
20,28,86,97,106,7,11,42,50,112
4,8,15,37,85,2,26,34,57,93
9,42,50,82,98,10,29,39,64,87
10,43,79,86,96,13,27,68,93,106
20,26,39,67,99,15,22,25,65,80
5,17,67,103,108,64,76,95,104,107
49,63,67,88,90,1,23,55,64,83
8,13,20,98,100,22,26,38,64,77
21,55,68,93,100,11,28,47,50,60
7,23,63,65,68,21,47,53,73,101
12,20,29,47,57,8,26,83,99,106
8,23,78,79,94,44,47,57,88,101
43,44,50,68,88,64,65,84,97,109
5,72,89,99,103,9,49,52,58,98
16,50,51,65,99,5,53,60,74,98
16,47,75,86,96,15,41,53,68,83
30,34,45,64,80,7,15,47,88,101
43,55,60,67,87,4,68,72,74,78
7,26,70,89,96,2,9,37,99,110
26,41,78,90,98,21,23,29,44,66
27,30,52,59,65,2,16,18,25,61
4,51,64,84,113,7,9,13,31,93
4,18,29,64,99,16,28,76,86,93
5,8,65,73,98,12,27,47,50,51
5,15,29,47,69,8,9,30,37,41
69,77,88,92,96,67,74,78,84,86
3,9,47,69,89,29,35,64,78,101
4,9,64,71,112,17,51,54,68,104
25,26,72,74,97,7,12,52,55,112
8,21,23,29,79,9,17,57,67,103
5,17,63,83,86,3,9,21,47,74
25,46,47,68,69,13,27,43,77,88
21,63,64,73,80,5,54,69,82,92
25,39,54,63,79,13,20,62,66,73
15,43,68,83,96,7,41,74,98,101
38,49,50,77,79,2,19,28,30,91
13,55,63,86,88,2,6,20,84,94
11,26,59,78,86,15,39,71,96,101
9,40,63,73,74,28,43,51,86,92
6,26,39,76,101,13,55,62,100,112
3,26,39,63,72,20,25,54,55,84
50,67,75,88,99,13,25,46,62,93
18,31,53,69,85,28,50,62,74,96
3,19,61,72,91,21,28,69,85,106
36,57,70,74,104,13,14,52,53,67
60,63,89,92,93,13,33,54,55,87
20,38,53,74,87,60,61,72,76,107
47,55,68,93,100,3,15,25,28,72
39,53,72,79,92,1,51,52,88,97
26,46,54,65,86,18,29,31,74,111
30,36,40,53,77,34,42,47,62,64
7,12,47,99,112,36,51,60,68,94
2,17,33,37,50,11,39,66,71,110
3,17,47,50,69,21,40,51,78,106
8,11,16,27,65,2,54,74,83,110
16,40,54,65,76,5,13,27,89,96
7,34,47,64,96,10,20,43,53,68
16,63,86,102,113,9,27,41,74,97
9,68,89,96,106,40,43,64,83,86
12,25,38,50,62,7,17,22,71,72
33,35,60,65,90,41,55,79,88,97
10,37,55,88,103,6,9,17,53,111
15,26,27,74,99,13,42,68,98,106
10,33,34,52,55,4,7,27,42,43
9,13,54,72,86,5,34,92,101,103
11,42,47,63,68,13,27,77,78,92
29,33,46,54,64,16,47,51,77,101
9,47,65,73,79,8,13,63,86,92
11,13,51,86,92,9,16,39,79,98
2,20,30,39,48,26,27,49,53,73
4,7,15,37,47,39,71,72,87,110
54,60,62,86,92,9,20,49,51,68
16,27,48,111,112,18,44,59,69,71
9,20,46,63,96,11,14,28,50,54
45,49,73,84,99,5,55,67,68,74
29,31,34,42,75,30,37,53,64,109
54,55,60,73,92,13,53,63,77,88
39,54,71,87,112,7,11,50,93,99
20,39,54,79,96,6,28,46,86,104
16,45,51,76,92,40,47,63,99,102
40,50,76,86,96,7,68,74,81,88
41,45,54,64,72,29,47,57,63,101
26,55,67,74,107,30,31,38,39,73
15,30,34,42,65,9,27,47,74,88
16,51,76,87,99,33,42,45,50,69
6,58,64,74,111,13,29,30,69,72
7,8,33,74,80,9,10,21,29,79
9,18,29,98,107,13,32,54,55,87
17,25,91,99,100,56,72,85,98,112
9,44,70,71,101,23,76,79,81,98
37,43,67,76,87,33,44,86,97,98
12,21,55,85,87,7,8,22,60,100
7,23,65,69,101,30,34,41,80,87
38,50,59,63,91,10,29,70,79,103
17,25,50,61,100,5,39,55,81,89
17,47,61,86,87,21,39,50,79,106
44,51,64,69,91,42,50,82,86,96
15,21,27,47,48,9,25,29,44,84
13,26,35,96,103,20,42,78,98,101
7,21,43,68,69,11,38,50,72,86
50,54,87,96,106,11,31,51,63,68
13,16,41,51,86,3,9,40,48,98
29,37,39,63,84,17,20,36,42,64
16,41,46,68,88,42,51,64,67,74
17,30,72,99,112,25,63,71,88,91
21,40,43,48,53,46,63,73,79,103
9,13,51,68,87,5,40,46,63,74
23,33,39,55,79,3,13,54,64,80
27,47,51,60,72,11,28,50,55,56
7,53,72,74,89,31,51,63,73,86
16,46,49,79,88,2,9,42,43,68
31,59,74,85,86,7,47,63,68,69
7,52,63,80,92,49,55,73,83,86
11,20,21,50,84,39,41,90,107,108
22,40,51,67,68,5,16,38,66,93
10,20,22,29,77,1,7,26,46,103
21,68,106,110,112,11,26,55,56,100
3,12,18,43,100,6,52,53,92,107
8,50,86,96,97,63,70,88,106,107
23,31,41,55,64,48,68,75,86,96
12,25,33,51,86,11,26,89,96,100
3,21,42,50,51,1,7,28,106,112
3,15,28,68,73,18,39,50,55,71
5,26,29,72,85,6,44,50,57,97
55,60,68,90,109,17,33,53,80,93
1,20,29,39,101,10,54,68,78,86
18,29,30,47,112,12,14,26,71,101
6,10,20,37,80,9,23,34,54,55
10,13,20,90,108,5,39,70,76,84
65,72,87,89,99,28,40,47,60,106
7,20,47,55,67,2,22,26,36,41
13,29,71,94,111,6,32,37,57,96
46,70,87,92,98,3,63,73,86,88
5,18,29,72,75,8,27,46,50,96
11,13,51,86,103,63,72,83,89,98
11,20,30,42,65,19,37,46,86,91
1,50,53,100,103,10,20,43,60,110
44,69,79,96,101,7,9,42,43,65
16,17,23,69,79,20,28,53,83,106
40,42,46,68,106,5,7,17,32,71
8,45,51,53,59,13,20,46,77,101
2,16,30,70,98,8,15,45,101,103
15,29,31,44,85,1,2,13,30,57
42,52,53,77,102,25,69,72,78,79
21,30,54,75,98,5,8,11,71,110
18,47,51,62,86,8,16,22,33,80
51,78,86,89,102,33,36,53,96,101
16,29,44,87,95,20,72,74,96,103
9,45,49,51,92,5,13,54,98,102
5,63,75,98,102,9,17,51,58,73
7,11,26,54,96,5,8,39,51,83
2,40,47,56,96,23,31,42,55,85
9,23,37,51,76,1,29,74,84,87
19,50,60,74,75,3,11,55,68,106
7,31,43,60,70,8,20,65,74,97
37,40,81,84,99,7,8,65,82,87
20,43,53,72,73,9,16,49,92,98
22,25,41,79,98,47,50,75,96,101
28,70,76,87,107,15,54,79,88,91
44,46,79,88,103,6,13,30,47,91
11,13,37,55,64,5,53,72,92,95
3,50,55,72,82,15,28,30,60,74
20,51,59,91,101,9,31,70,82,97
13,20,72,74,101,66,78,86,94,110
20,39,88,95,102,26,47,50,51,94
13,68,69,73,89,48,63,86,88,98
2,6,21,68,111,10,20,38,41,74
43,50,80,83,99,23,42,69,72,101
8,16,26,43,108,7,15,17,78,86
26,36,47,83,99,7,43,77,96,101
5,23,43,54,88,8,37,46,65,71
7,46,69,87,93,8,9,99,101,106
7,9,55,78,79,14,51,68,93,102
8,21,29,51,86,4,7,30,47,57
5,16,53,76,89,7,15,45,92,99
8,34,50,84,99,25,26,47,75,95
28,40,47,51,92,5,39,54,83,99
17,20,44,51,57,7,12,21,29,87
20,25,41,55,88,21,26,56,85,112
3,21,63,66,73,13,17,54,55,79
9,23,44,91,112,3,33,64,80,104
27,29,32,38,75,10,26,62,74,80
8,21,26,38,101,7,11,30,65,78
20,50,87,89,98,13,19,68,91,96
75,79,84,104,109,11,33,70,87,96
9,13,50,51,54,16,47,68,88,106
7,21,26,28,39,20,33,40,44,60
8,26,73,96,112,38,69,74,75,81
9,16,63,76,79,5,8,21,47,102
27,30,34,41,55,16,43,51,64,67
29,47,84,87,106,7,51,53,64,82
6,20,29,46,68,21,28,50,55,71
29,63,68,78,86,13,20,43,47,87
30,63,69,78,84,42,68,71,75,106
15,27,53,64,106,20,74,78,96,101
3,25,48,65,107,49,58,63,71,102
17,40,47,78,86,45,56,84,93,98
9,27,65,77,78,16,17,41,45,101
43,75,81,85,88,7,46,101,103,106
16,40,41,67,68,7,9,75,96,101
7,31,74,77,98,13,27,47,72,92
12,13,80,87,90,23,55,67,79,88
16,31,85,94,104,20,40,45,78,93
23,28,57,59,76,13,41,44,62,101
41,64,76,79,98,9,11,13,66,73
23,41,43,68,108,9,13,40,71,114
29,47,69,86,89,56,63,64,74,83
11,30,46,87,103,3,7,19,44,91
5,49,54,66,98,13,65,69,73,92
2,26,47,55,93,38,39,64,84,95
9,71,82,84,101,14,40,50,53,58
1,9,16,46,86,2,44,75,76,84
7,11,17,87,88,21,46,68,71,91
13,68,74,84,109,7,57,60,64,79
11,44,57,90,97,35,75,84,93,96
23,35,84,94,96,14,42,57,76,108
13,50,65,84,109,15,16,88,101,106
4,22,35,51,53,55,68,76,88,94
17,26,41,67,110,16,18,32,55,74
20,29,43,50,67,18,21,26,60,62
10,43,65,86,92,23,54,69,76,112
9,68,69,74,98,7,30,41,43,90
8,27,46,83,100,13,23,28,30,62
7,12,51,52,97,17,54,80,86,101
2,20,43,75,101,42,68,78,80,85
8,16,42,84,86,29,37,39,70,91
13,27,41,72,101,9,47,53,56,83
9,11,37,49,51,36,50,71,74,85
5,16,25,54,96,7,34,37,88,109
25,28,73,95,112,43,58,79,106,110
49,55,62,93,110,5,53,54,98,103
13,16,53,77,87,30,83,93,96,106
9,29,34,44,75,23,45,48,65,79
30,64,97,109,110,17,53,75,84,95
12,65,80,86,90,20,27,69,88,106
5,13,20,47,53,7,45,46,92,98
3,9,13,51,58,49,72,73,92,98
4,41,53,64,69,36,50,54,65,71
8,30,76,84,98,19,71,75,91,95
7,29,68,74,94,20,25,39,47,99
29,30,34,42,101,31,47,57,78,86
26,41,43,56,101,25,29,30,93,100
3,8,15,23,97,7,33,36,47,84
47,49,75,102,112,7,11,50,72,99
9,13,50,68,77,10,27,37,58,88
15,25,28,70,81,26,29,30,36,95
69,81,91,92,93,39,55,64,73,86
38,91,93,101,106,32,41,46,87,98
9,17,48,57,71,2,6,20,74,87
39,42,48,79,99,9,27,53,76,86
1,23,29,74,79,41,47,52,71,87
16,65,70,73,75,9,54,76,86,88
1,16,23,30,65,13,29,44,84,101
30,63,74,88,96,9,16,65,76,86
2,23,79,93,106,8,30,65,89,91
27,29,42,58,77,23,34,66,83,88
7,26,39,51,67,8,31,47,97,101
41,82,84,98,101,6,11,20,53,92
16,50,77,98,100,2,8,18,86,88
12,16,25,26,51,59,71,85,90,106
42,44,57,88,97,16,22,29,67,68
34,63,64,88,98,41,45,49,83,96
12,55,85,89,98,39,54,81,88,91
9,19,46,65,111,10,29,37,71,104
11,41,86,93,111,28,39,50,53,54
20,53,73,74,78,9,13,42,43,69
16,44,50,76,97,33,89,106,112,114
8,31,45,88,98,23,32,33,74,101
15,31,65,78,86,30,34,53,77,88
9,20,47,48,69,15,50,65,91,93
7,12,47,78,112,1,11,55,71,86
5,35,51,86,96,7,45,56,62,103
17,20,26,54,98,38,50,68,73,97
13,48,51,86,87,20,30,43,53,92
9,30,47,73,98,5,21,42,49,99
29,43,68,87,93,9,22,67,83,96
10,41,75,101,102,9,74,78,79,93
3,9,32,96,99,28,59,83,98,111
5,55,74,84,93,16,17,26,67,71
4,22,51,89,101,15,29,30,75,106
20,38,39,72,100,7,26,50,52,99
20,30,41,43,101,19,29,31,72,107
4,7,14,82,90,8,20,26,41,74
16,41,43,67,101,15,27,29,42,103
43,48,55,57,112,30,53,56,66,76
23,26,55,83,93,9,17,20,69,88
10,13,68,96,101,16,49,51,63,86
17,27,63,93,102,3,28,43,87,98
1,16,65,71,111,8,32,55,87,93
9,16,40,63,73,13,51,64,72,89
2,9,42,51,68,17,86,88,96,106
6,9,20,53,95,7,82,93,101,110
57,63,84,95,104,10,20,41,74,112
10,29,75,103,109,1,32,57,74,111
9,31,46,73,98,16,74,79,93,106
15,56,65,87,89,19,29,47,91,101
2,19,79,91,110,10,12,22,68,86
3,23,28,84,98,7,45,58,61,77
4,22,68,84,110,26,33,59,93,96
9,54,86,87,93,3,11,55,73,91
7,9,39,67,98,51,76,86,88,106
1,40,63,68,107,4,36,47,88,111
8,55,68,74,87,10,23,37,38,76
6,11,20,48,94,7,21,22,62,93
13,25,53,63,86,46,51,79,80,90
5,8,13,21,53,3,26,49,54,98
45,53,66,74,85,27,42,46,55,103
20,22,31,41,47,7,25,35,39,101
9,17,84,101,104,11,60,71,79,96
1,5,37,55,89,17,53,54,86,92
28,39,42,75,93,7,8,9,11,29
5,39,54,66,103,9,31,49,79,98
8,26,46,86,100,1,7,50,59,60
17,30,40,46,78,10,50,69,91,104
22,48,55,79,84,6,9,34,103,111
6,30,37,39,91,31,52,80,93,102
5,11,76,89,103,15,49,53,66,86
2,43,65,83,87,11,29,44,84,101
14,20,26,41,63,16,18,50,62,94
26,39,44,60,93,21,28,31,68,72
7,11,30,45,57,35,46,51,69,87
29,42,86,95,101,9,41,47,64,79
21,28,50,59,91,31,34,60,104,112
20,35,38,86,95,7,8,30,97,99
5,31,36,96,109,25,28,50,54,55
14,43,69,72,86,7,39,64,71,80
3,34,58,65,96,9,46,57,84,93
47,74,84,93,101,7,15,65,72,75
39,54,55,79,88,34,62,87,93,108
21,28,43,79,83,46,65,66,78,86
7,17,28,31,44,34,36,37,40,51
26,41,58,76,106,7,43,53,67,92
30,44,84,99,106,9,15,42,76,88
11,28,55,64,86,7,18,25,68,100
6,14,31,34,99,11,18,23,29,87
17,29,40,44,64,11,20,50,96,99
50,55,89,99,110,2,39,59,91,101
2,6,64,84,96,18,29,57,72,83
1,46,50,86,100,7,17,41,51,75
16,40,55,64,76,23,34,36,63,110
46,50,72,88,99,5,13,33,60,98
40,42,43,64,86,20,29,46,84,94
28,34,37,47,112,17,41,74,86,107
7,11,72,92,100,17,30,39,85,93
41,74,84,87,88,3,10,16,28,70
10,16,39,51,68,7,9,22,79,96
2,17,26,57,94,22,25,32,47,71
9,10,28,89,96,29,33,64,101,106
20,46,53,87,89,5,13,25,65,67
7,9,13,29,48,17,66,74,79,96
7,11,31,86,106,26,30,39,65,72
17,51,55,63,64,16,41,43,80,86
27,54,55,65,89,12,13,20,40,103
9,43,69,87,96,46,53,78,100,101
11,22,60,86,104,17,50,51,59,87
15,28,31,64,93,9,23,29,54,94
15,20,25,35,51,2,10,22,26,83
17,50,51,67,88,9,16,29,66,74
12,20,46,51,101,8,11,26,30,97
2,8,73,84,87,10,32,37,49,55
15,16,25,51,101,8,20,22,41,88
6,27,53,66,79,39,55,67,86,88
20,62,74,79,88,14,48,86,104,108
43,48,50,51,83,22,31,45,53,92
1,17,21,88,92,16,46,55,64,73
8,47,58,84,99,13,75,83,91,93
5,26,48,51,74,13,20,54,98,102
3,12,46,90,97,17,26,51,54,66
25,27,37,42,72,12,51,52,87,90
8,12,31,41,110,26,60,74,80,106
16,21,58,76,95,29,70,84,94,107
17,26,72,85,89,12,25,50,100,105
25,27,29,67,107,10,30,41,43,111
30,64,81,104,110,7,27,29,32,47
7,35,75,78,93,13,42,69,87,101
17,20,63,102,106,9,13,29,68,84
26,55,72,74,112,50,53,56,100,106
9,41,42,63,87,45,47,56,64,85
7,21,63,85,87,30,43,53,70,107
16,23,54,68,74,1,7,40,64,108
16,20,52,56,85,7,49,61,72,87
8,27,49,51,107,7,12,32,64,106
11,30,55,91,99,7,17,21,42,90
20,33,69,94,106,5,8,11,95,101
42,72,78,87,88,47,48,65,83,101
6,20,46,64,85,7,11,15,86,110
13,17,26,68,102,8,11,20,57,97
11,49,51,68,88,26,28,50,62,74
